date,media_sentiment,sentiment_score_rounded,sentiment_label
2024-09-02,-0.2222222222222222,0,Neutral
2024-09-03,0.45454545454545453,0,Neutral
2024-10-03,-0.2,0,Neutral
2024-11-05,-0.42105263157894735,0,Neutral
2024-12-01,-0.25,0,Neutral
2025-01-08,-0.35294117647058826,0,Neutral
2025-02-04,-1.1111111111111112,-1,Negative
